usage_date,billing_period,payer_account_id,linked_account_id,account_name,business_unit,service_code,service_name,usage_type,usage_unit,region,availability_zone,resource_id,pricing_model,usage_quantity,unit_rate,unblended_cost,amortized_cost,currency_code,tag_environment,tag_team,tag_project
2025-11-06,2025-11,100000000001,200000000002,acct-eng-staging,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-1,,xfer-8c89d8f8,On-Demand,373.3049,0.05413792,20.209951,20.209951,USD,Staging,Payments,Nimbus
2025-11-06,2025-11,100000000001,200000000003,acct-eng-dev,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,sa-east-1,,xfer-d0796456,On-Demand,383.7756,0.08290082,31.815313,31.815313,USD,Staging,Platform,Falcon
2025-11-06,2025-11,100000000001,200000000003,acct-eng-dev,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,sa-east-1,,table-10dff172,On-Demand,531.3518,0.00065,0.345379,0.345379,USD,Staging,Platform,Falcon
2025-11-06,2025-11,100000000001,200000000003,acct-eng-dev,Engineering,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,sa-east-1,,vpc-fbb236b0,On-Demand,873.4136,0.01805234,15.767157,15.767157,USD,Staging,Platform,Falcon
2025-11-06,2025-11,100000000001,200000000003,acct-eng-dev,Engineering,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,sa-east-1,,fn-55c1867c,On-Demand,9864.7798,1.66e-05,0.163755,0.163755,USD,Staging,Platform,Falcon
2025-11-06,2025-11,100000000001,200000000003,acct-eng-dev,Engineering,AWSLambda,Lambda - Serverless Compute,Request,Requests,sa-east-1,,fn-0dafc0dd,On-Demand,1230265.3316,2e-07,0.246053,0.246053,USD,Staging,Platform,Falcon
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,sa-east-1,,db-4d975564,Reserved Instance,25.4378,0.25619851,6.517126,5.865413,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,sa-east-1,,db-74f53dd5,On-Demand,56.9715,0.09476924,5.399146,5.399146,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,sa-east-1,,db-6319f33d,On-Demand,1839.3706,0.10643426,195.772048,195.772048,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,sa-east-1,,table-7f4f3f95,On-Demand,424.9782,0.00013,0.055247,0.055247,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,TimedStorage-ByteHrs,GB-Mo,sa-east-1,,bucket-ba55d216,On-Demand,827.4953,0.02268475,18.771526,18.771526,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier1,Requests,sa-east-1,,bucket-0b8d7666,On-Demand,1122427.0955,5.41e-06,6.072903,6.072903,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier2,Requests,sa-east-1,,bucket-056e8b6e,On-Demand,385391.2189,4.1e-07,0.157462,0.157462,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,sa-east-1,,xfer-7264d2c3,On-Demand,923.038,0.05702015,52.63177,52.63177,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:m5.large,Hrs,sa-east-1,sa-east-1a,i-4481359b,On-Demand,47.6531,0.11531697,5.495211,5.495211,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,sa-east-1,sa-east-1a,i-a9991a15,On-Demand,59.057,0.16279242,9.614032,9.614032,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,us-east-1,us-east-1c,i-1c13503d,Savings Plan,14.9192,0.04232496,0.631455,0.56831,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,sa-east-1,sa-east-1a,i-2ac42658,On-Demand,39.2382,0.37652793,14.774278,14.774278,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonRoute53,Route 53 - DNS,HostedZone,Hrs,ap-southeast-2,,zone-44e2ef1f,On-Demand,66.4698,0.0007,0.046529,0.046529,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonRoute53,Route 53 - DNS,DNS-Queries,Requests,ap-southeast-2,,zone-d5c9c8ad,On-Demand,916566.7667,4.9e-07,0.45337,0.45337,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ap-southeast-2,,fn-f6473e57,On-Demand,78071.4125,1.66e-05,1.295985,1.295985,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AWSLambda,Lambda - Serverless Compute,Request,Requests,ap-southeast-2,,fn-3b607510,On-Demand,482619.1409,2e-07,0.096524,0.096524,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ap-southeast-2,,table-40a1c6b2,On-Demand,109.1682,0.00013,0.014192,0.014192,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ap-southeast-2,,dist-07f1308a,On-Demand,146.163,0.09147612,13.370425,13.370425,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ap-southeast-2,,dist-d3a529ea,On-Demand,521737.6972,8.06e-06,4.20569,4.20569,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonS3,S3 - Storage,TimedStorage-ByteHrs,GB-Mo,ap-southeast-2,,bucket-c7d971c0,On-Demand,2040.6754,0.02552273,52.083598,52.083598,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier1,Requests,ap-southeast-2,,bucket-102259c2,On-Demand,823912.5327,4.94e-06,4.071378,4.071378,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier2,Requests,ap-southeast-2,,bucket-093a1614,On-Demand,2012088.1835,4.5e-07,0.90155,0.90155,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000005,acct-data-dev,DataPlatform,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-2,,xfer-c79c6897,On-Demand,740.454,0.08438784,62.485316,62.485316,USD,Sandbox,Infra,Vega
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:m5.large,Hrs,ap-southeast-2,ap-southeast-2a,i-b34e1ab2,On-Demand,20.7552,0.10244313,2.126228,2.126228,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,ap-southeast-2,ap-southeast-2a,i-9cb72228,On-Demand,21.1308,0.18192564,3.844234,3.844234,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,ca-central-1,ca-central-1a,i-6f74e4e1,Reserved Instance,11.998,0.04199082,0.503806,0.453425,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,ap-southeast-2,ap-southeast-2b,i-afd5bce8,Reserved Instance,15.1406,0.31320251,4.742074,4.267867,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,eu-central-1,,db-c3963d8a,Reserved Instance,19.3305,0.26142765,5.053527,4.548174,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,ap-southeast-2,,db-515c6640,Reserved Instance,3.4469,0.07362717,0.253786,0.228407,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ca-central-1,,db-31d78b55,On-Demand,969.5792,0.12050799,116.842042,116.842042,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ap-southeast-2,,fn-f54bc3b9,On-Demand,16492.988,1.66e-05,0.273784,0.273784,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ap-southeast-2,,fn-4fc77ef2,On-Demand,491644.4672,2e-07,0.098329,0.098329,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ap-southeast-2,,vpc-e92f7cfc,On-Demand,26.1078,0.045,1.174851,1.174851,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ca-central-1,,vpc-17883a18,On-Demand,185.9155,0.01835125,3.411781,3.411781,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-east-1,,xfer-a86a6ca4,On-Demand,154.709,0.06259967,9.684733,9.684733,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ap-southeast-2,,dist-303bff47,On-Demand,391.1918,0.10901008,42.643851,42.643851,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ap-southeast-2,,dist-4413861e,On-Demand,389731.0436,8.78e-06,3.422555,3.422555,USD,Production,CoreAPI,Phoenix
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-cbeecde1,On-Demand,71.1434,0.0888062,6.317975,6.317975,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-a508afac,On-Demand,531775.5908,7.61e-06,4.045201,4.045201,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ca-central-1,,table-fe25bd9e,On-Demand,76.0572,0.00013,0.009887,0.009887,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,ca-central-1,,table-9d9329a3,On-Demand,532.4956,0.00065,0.346122,0.346122,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-2,,xfer-ab4d8676,On-Demand,910.7455,0.05214228,47.488347,47.488347,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ca-central-1,,fn-e1477abb,On-Demand,92343.9306,1.66e-05,1.532909,1.532909,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ca-central-1,,fn-487e77ea,On-Demand,1072570.0789,2e-07,0.214514,0.214514,USD,Sandbox,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,ca-central-1,,cache-a45fb347,On-Demand,26.5447,0.2259235,5.997072,5.997072,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,ca-central-1,,db-750c6536,On-Demand,17.9874,0.3133167,5.635753,5.635753,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,ca-central-1,,db-fd854be6,On-Demand,53.1534,0.07100987,3.774416,3.774416,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ca-central-1,,db-3de1fe34,On-Demand,202.4064,0.11117265,22.502057,22.502057,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ca-central-1,,xfer-de0a1d9c,On-Demand,258.0327,0.06191485,15.976056,15.976056,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,HostedZone,Hrs,ca-central-1,,zone-713c3ff4,On-Demand,41.1893,0.0007,0.028833,0.028833,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,DNS-Queries,Requests,us-east-1,,zone-12d50cf8,On-Demand,30296.6657,4.6e-07,0.013794,0.013794,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-0cc3e626,On-Demand,139.9474,0.10682564,14.949971,14.949971,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-320b728b,On-Demand,589009.35,7.79e-06,4.587853,4.587853,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ca-central-1,,vpc-4237c3d4,On-Demand,6.9307,0.045,0.311881,0.311881,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-east-1,,vpc-bc709793,On-Demand,490.5992,0.01483937,7.280182,7.280182,USD,Production,Platform,Horizon
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,us-east-1,,dist-efea1973,On-Demand,736.5735,0.11472988,84.506989,84.506989,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,us-east-1,,dist-4e34ae9a,On-Demand,263475.2021,9.06e-06,2.387421,2.387421,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-east-1,,vpc-fee1a8da,On-Demand,899.8296,0.01776689,15.987171,15.987171,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,us-east-1,,table-bf828b4b,On-Demand,71.7841,0.00013,0.009332,0.009332,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,us-east-1,,table-3a822cf6,On-Demand,263.2646,0.00065,0.171122,0.171122,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,ca-central-1,,db-dca78385,On-Demand,22.1613,0.25036074,5.548319,5.548319,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-east-1,,db-5f729ac0,On-Demand,12.6259,0.09296284,1.17374,1.17374,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-east-1,,db-33b3530f,On-Demand,1558.1743,0.12792407,199.327997,199.327997,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000009,acct-shared-network,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,sa-east-1,,xfer-efdf7946,On-Demand,732.2024,0.08810595,64.511389,64.511389,USD,Staging,Platform,Atlas
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,eu-central-1,,db-6677a3a6,On-Demand,16.8645,0.25686789,4.331949,4.331949,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,ca-central-1,,db-8f11e6c5,On-Demand,10.7518,0.09682616,1.041056,1.041056,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,eu-west-1,,db-833fb8f1,On-Demand,57.9023,0.11966523,6.928892,6.928892,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:m5.large,Hrs,eu-west-1,eu-west-1c,i-ef5b5200,Reserved Instance,13.9997,0.09647721,1.350652,1.215587,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,eu-west-1,eu-west-1b,i-d8fc1afc,On-Demand,8.6389,0.18544022,1.602,1.602,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,us-west-2,us-west-2b,i-6ecb32d3,Reserved Instance,15.2431,0.03784343,0.576851,0.519166,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,eu-west-1,,table-b0b1081f,On-Demand,82.5428,0.00013,0.010731,0.010731,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,eu-west-1,,table-5a1fce8c,On-Demand,158.2303,0.00065,0.10285,0.10285,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,eu-west-1,,vpc-1041effe,On-Demand,18.9827,0.045,0.854222,0.854222,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,eu-west-1,,vpc-896a4b74,On-Demand,94.9441,0.01823544,1.731347,1.731347,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,eu-west-1,,dist-267993c4,On-Demand,251.1754,0.11694586,29.373924,29.373924,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,eu-west-1,,dist-27bf1b8c,On-Demand,359109.4493,9.27e-06,3.330174,3.330174,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000010,acct-shared-security,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,eu-west-1,,xfer-4cc8f83f,On-Demand,214.3716,0.08750696,18.759006,18.759006,USD,Staging,Analytics,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ap-southeast-2,,fn-46dc69ba,On-Demand,54227.9598,1.66e-05,0.900184,0.900184,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-east-1,,db-3a9519eb,On-Demand,26.1304,0.28838203,7.535538,7.535538,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-east-1,,db-9bf9baff,On-Demand,10.8358,0.09238308,1.001045,1.001045,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-east-1,,db-2eba5774,On-Demand,309.9437,0.11986246,37.150614,37.150614,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,TimedStorage-ByteHrs,GB-Mo,us-east-1,,bucket-20901933,On-Demand,1240.0996,0.02319891,28.768958,28.768958,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,Requests-Tier1,Requests,us-east-1,,bucket-97af5994,On-Demand,815221.2474,5.45e-06,4.445819,4.445819,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,Requests-Tier2,Requests,us-east-1,,bucket-97614a0b,On-Demand,1053165.7765,4.4e-07,0.459493,0.459493,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,us-east-1,,vpc-02c02f87,On-Demand,35.1112,0.045,1.580004,1.580004,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-east-1,,vpc-242eb181,On-Demand,308.1094,0.01464665,4.51277,4.51277,USD,Staging,Growth,Horizon
2025-11-06,2025-11,100000000001,200000000011,acct-shared-logging,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-east-1,,xfer-e8d66330,On-Demand,103.6569,0.0531084,5.505052,5.505052,USD,Staging,Growth,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,ap-southeast-2,,cache-ecabec58,Reserved Instance,74.5427,0.20757044,15.472861,13.925575,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,us-west-2,,dist-129337bc,On-Demand,878.9478,0.10587196,93.055925,93.055925,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,us-west-2,,dist-2859fe7f,On-Demand,1185658.1105,8.67e-06,10.281294,10.281294,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,us-west-2,,table-6c631f69,On-Demand,333.3134,0.00013,0.043331,0.043331,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-west-2,,xfer-26712491,On-Demand,303.3799,0.08542997,25.917736,25.917736,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-west-2,,db-3068c2e4,On-Demand,14.0746,0.29494135,4.151181,4.151181,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-west-2,,db-9847b3c2,On-Demand,29.4496,0.07649255,2.252675,2.252675,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-west-2,,db-482aa566,On-Demand,300.4034,0.12507265,37.572251,37.572251,USD,Production,Platform,Horizon
2025-11-07,2025-11,100000000001,200000000002,acct-eng-staging,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,eu-central-1,,table-5bfda958,On-Demand,508.8192,0.00065,0.330732,0.330732,USD,Staging,Payments,Nimbus
